ENTIDAD_RES,FECHA_DEF,defunciones,fecha_defuncion,ENTIDAD,CLAVE_ENTIDAD
15,2020-11-10,45,2020-11-10,México,15
15,2020-11-11,60,2020-11-11,México,15
15,2020-11-12,55,2020-11-12,México,15
15,2020-11-13,49,2020-11-13,México,15
15,2020-11-14,46,2020-11-14,México,15
15,2020-11-15,44,2020-11-15,México,15
15,2020-11-16,47,2020-11-16,México,15
15,2020-11-17,54,2020-11-17,México,15
15,2020-11-18,59,2020-11-18,México,15
15,2020-11-19,53,2020-11-19,México,15
15,2020-11-20,65,2020-11-20,México,15
15,2020-11-21,70,2020-11-21,México,15
15,2020-11-22,67,2020-11-22,México,15
15,2020-11-23,54,2020-11-23,México,15
15,2020-11-24,73,2020-11-24,México,15
15,2020-11-25,69,2020-11-25,México,15
15,2020-11-26,79,2020-11-26,México,15
15,2020-11-27,76,2020-11-27,México,15
15,2020-11-28,69,2020-11-28,México,15
15,2020-11-29,79,2020-11-29,México,15
15,2020-11-30,68,2020-11-30,México,15
15,2020-12-01,78,2020-12-01,México,15
15,2020-12-02,86,2020-12-02,México,15
15,2020-12-03,80,2020-12-03,México,15
15,2020-12-04,75,2020-12-04,México,15
15,2020-12-05,86,2020-12-05,México,15
15,2020-12-06,94,2020-12-06,México,15
15,2020-12-07,88,2020-12-07,México,15
15,2020-12-08,91,2020-12-08,México,15
15,2020-12-09,71,2020-12-09,México,15
15,2020-12-10,93,2020-12-10,México,15
15,2020-12-11,96,2020-12-11,México,15
15,2020-12-12,122,2020-12-12,México,15
15,2020-12-13,105,2020-12-13,México,15
15,2020-12-14,114,2020-12-14,México,15
15,2020-12-15,116,2020-12-15,México,15
15,2020-12-16,121,2020-12-16,México,15
15,2020-12-17,122,2020-12-17,México,15
15,2020-12-18,96,2020-12-18,México,15
15,2020-12-19,127,2020-12-19,México,15
15,2020-12-20,116,2020-12-20,México,15
15,2020-12-21,131,2020-12-21,México,15
15,2020-12-22,136,2020-12-22,México,15
15,2020-12-23,123,2020-12-23,México,15
15,2020-12-24,104,2020-12-24,México,15
15,2020-12-25,117,2020-12-25,México,15
15,2020-12-26,146,2020-12-26,México,15
15,2020-12-27,135,2020-12-27,México,15
15,2020-12-28,140,2020-12-28,México,15
15,2020-12-29,141,2020-12-29,México,15
15,2020-12-30,128,2020-12-30,México,15
15,2020-12-31,128,2020-12-31,México,15
15,2021-01-01,136,2021-01-01,México,15
15,2021-01-02,128,2021-01-02,México,15
15,2021-01-03,138,2021-01-03,México,15
15,2021-01-04,157,2021-01-04,México,15
15,2021-01-05,144,2021-01-05,México,15
15,2021-01-06,127,2021-01-06,México,15
15,2021-01-07,143,2021-01-07,México,15
15,2021-01-08,139,2021-01-08,México,15
15,2021-01-09,137,2021-01-09,México,15
15,2021-01-10,114,2021-01-10,México,15
15,2021-01-11,151,2021-01-11,México,15
15,2021-01-12,148,2021-01-12,México,15
15,2021-01-13,125,2021-01-13,México,15
15,2021-01-14,115,2021-01-14,México,15
15,2021-01-15,56,2021-01-15,México,15
15,2021-01-16,54,2021-01-16,México,15
15,2021-01-17,31,2021-01-17,México,15
16,2020-03-26,1,2020-03-26,Michoacán,16
16,2020-04-03,2,2020-04-03,Michoacán,16
16,2020-04-04,1,2020-04-04,Michoacán,16
16,2020-04-06,1,2020-04-06,Michoacán,16
16,2020-04-08,1,2020-04-08,Michoacán,16
16,2020-04-09,1,2020-04-09,Michoacán,16
16,2020-04-10,1,2020-04-10,Michoacán,16
16,2020-04-11,1,2020-04-11,Michoacán,16
16,2020-04-13,4,2020-04-13,Michoacán,16
16,2020-04-14,2,2020-04-14,Michoacán,16
16,2020-04-15,1,2020-04-15,Michoacán,16
16,2020-04-16,2,2020-04-16,Michoacán,16
16,2020-04-18,1,2020-04-18,Michoacán,16
16,2020-04-19,2,2020-04-19,Michoacán,16
16,2020-04-20,4,2020-04-20,Michoacán,16
16,2020-04-22,1,2020-04-22,Michoacán,16
16,2020-04-23,3,2020-04-23,Michoacán,16
16,2020-04-24,2,2020-04-24,Michoacán,16
16,2020-04-25,4,2020-04-25,Michoacán,16
16,2020-04-26,3,2020-04-26,Michoacán,16
16,2020-04-27,1,2020-04-27,Michoacán,16
16,2020-04-28,3,2020-04-28,Michoacán,16
16,2020-04-29,5,2020-04-29,Michoacán,16
16,2020-04-30,5,2020-04-30,Michoacán,16
16,2020-05-01,2,2020-05-01,Michoacán,16
16,2020-05-02,1,2020-05-02,Michoacán,16
16,2020-05-03,1,2020-05-03,Michoacán,16
16,2020-05-04,4,2020-05-04,Michoacán,16
16,2020-05-05,5,2020-05-05,Michoacán,16
16,2020-05-07,2,2020-05-07,Michoacán,16
16,2020-05-08,4,2020-05-08,Michoacán,16
16,2020-05-09,4,2020-05-09,Michoacán,16
16,2020-05-10,3,2020-05-10,Michoacán,16
16,2020-05-11,3,2020-05-11,Michoacán,16
16,2020-05-12,2,2020-05-12,Michoacán,16
16,2020-05-13,6,2020-05-13,Michoacán,16
16,2020-05-14,10,2020-05-14,Michoacán,16
16,2020-05-15,4,2020-05-15,Michoacán,16
16,2020-05-16,6,2020-05-16,Michoacán,16
16,2020-05-17,7,2020-05-17,Michoacán,16
16,2020-05-18,4,2020-05-18,Michoacán,16
16,2020-05-19,8,2020-05-19,Michoacán,16
16,2020-05-20,9,2020-05-20,Michoacán,16
16,2020-05-21,10,2020-05-21,Michoacán,16
16,2020-05-22,8,2020-05-22,Michoacán,16
16,2020-05-23,4,2020-05-23,Michoacán,16
16,2020-05-24,10,2020-05-24,Michoacán,16
16,2020-05-25,11,2020-05-25,Michoacán,16
16,2020-05-26,6,2020-05-26,Michoacán,16
16,2020-05-27,13,2020-05-27,Michoacán,16
16,2020-05-28,8,2020-05-28,Michoacán,16
16,2020-05-29,3,2020-05-29,Michoacán,16
16,2020-05-30,4,2020-05-30,Michoacán,16
16,2020-05-31,8,2020-05-31,Michoacán,16
16,2020-06-01,8,2020-06-01,Michoacán,16
16,2020-06-02,6,2020-06-02,Michoacán,16
16,2020-06-03,7,2020-06-03,Michoacán,16
16,2020-06-04,14,2020-06-04,Michoacán,16
16,2020-06-05,7,2020-06-05,Michoacán,16
16,2020-06-06,9,2020-06-06,Michoacán,16
16,2020-06-07,10,2020-06-07,Michoacán,16
16,2020-06-08,13,2020-06-08,Michoacán,16
16,2020-06-09,9,2020-06-09,Michoacán,16
16,2020-06-10,11,2020-06-10,Michoacán,16
16,2020-06-11,12,2020-06-11,Michoacán,16
16,2020-06-12,10,2020-06-12,Michoacán,16
16,2020-06-13,15,2020-06-13,Michoacán,16
16,2020-06-14,18,2020-06-14,Michoacán,16
16,2020-06-15,20,2020-06-15,Michoacán,16
16,2020-06-16,18,2020-06-16,Michoacán,16
16,2020-06-17,24,2020-06-17,Michoacán,16
16,2020-06-18,12,2020-06-18,Michoacán,16
16,2020-06-19,17,2020-06-19,Michoacán,16
16,2020-06-20,15,2020-06-20,Michoacán,16
16,2020-06-21,10,2020-06-21,Michoacán,16
16,2020-06-22,9,2020-06-22,Michoacán,16
16,2020-06-23,11,2020-06-23,Michoacán,16
16,2020-06-24,10,2020-06-24,Michoacán,16
16,2020-06-25,8,2020-06-25,Michoacán,16
16,2020-06-26,10,2020-06-26,Michoacán,16
16,2020-06-27,20,2020-06-27,Michoacán,16
16,2020-06-28,13,2020-06-28,Michoacán,16
16,2020-06-29,8,2020-06-29,Michoacán,16
16,2020-06-30,11,2020-06-30,Michoacán,16
16,2020-07-01,12,2020-07-01,Michoacán,16
16,2020-07-02,10,2020-07-02,Michoacán,16
16,2020-07-03,7,2020-07-03,Michoacán,16
16,2020-07-04,8,2020-07-04,Michoacán,16
16,2020-07-05,11,2020-07-05,Michoacán,16
16,2020-07-06,11,2020-07-06,Michoacán,16
16,2020-07-07,7,2020-07-07,Michoacán,16
16,2020-07-08,10,2020-07-08,Michoacán,16
16,2020-07-09,5,2020-07-09,Michoacán,16
16,2020-07-10,9,2020-07-10,Michoacán,16
16,2020-07-11,15,2020-07-11,Michoacán,16
16,2020-07-12,12,2020-07-12,Michoacán,16
16,2020-07-13,13,2020-07-13,Michoacán,16
16,2020-07-14,8,2020-07-14,Michoacán,16
16,2020-07-15,16,2020-07-15,Michoacán,16
16,2020-07-16,7,2020-07-16,Michoacán,16
16,2020-07-17,13,2020-07-17,Michoacán,16
16,2020-07-18,4,2020-07-18,Michoacán,16
16,2020-07-19,7,2020-07-19,Michoacán,16
16,2020-07-20,6,2020-07-20,Michoacán,16
16,2020-07-21,6,2020-07-21,Michoacán,16
16,2020-07-22,6,2020-07-22,Michoacán,16
16,2020-07-23,9,2020-07-23,Michoacán,16
16,2020-07-24,11,2020-07-24,Michoacán,16
16,2020-07-25,16,2020-07-25,Michoacán,16
16,2020-07-26,18,2020-07-26,Michoacán,16
16,2020-07-27,13,2020-07-27,Michoacán,16
16,2020-07-28,12,2020-07-28,Michoacán,16
16,2020-07-29,17,2020-07-29,Michoacán,16
16,2020-07-30,8,2020-07-30,Michoacán,16
16,2020-07-31,13,2020-07-31,Michoacán,16
16,2020-08-01,22,2020-08-01,Michoacán,16
16,2020-08-02,10,2020-08-02,Michoacán,16
16,2020-08-03,19,2020-08-03,Michoacán,16
16,2020-08-04,9,2020-08-04,Michoacán,16
16,2020-08-05,12,2020-08-05,Michoacán,16
16,2020-08-06,14,2020-08-06,Michoacán,16
16,2020-08-07,15,2020-08-07,Michoacán,16
16,2020-08-08,17,2020-08-08,Michoacán,16
16,2020-08-09,19,2020-08-09,Michoacán,16
16,2020-08-10,16,2020-08-10,Michoacán,16
16,2020-08-11,15,2020-08-11,Michoacán,16
16,2020-08-12,17,2020-08-12,Michoacán,16
16,2020-08-13,10,2020-08-13,Michoacán,16
16,2020-08-14,13,2020-08-14,Michoacán,16
16,2020-08-15,16,2020-08-15,Michoacán,16
16,2020-08-16,19,2020-08-16,Michoacán,16
16,2020-08-17,25,2020-08-17,Michoacán,16
16,2020-08-18,14,2020-08-18,Michoacán,16
16,2020-08-19,18,2020-08-19,Michoacán,16
16,2020-08-20,7,2020-08-20,Michoacán,16
16,2020-08-21,18,2020-08-21,Michoacán,16
16,2020-08-22,17,2020-08-22,Michoacán,16
16,2020-08-23,18,2020-08-23,Michoacán,16
16,2020-08-24,11,2020-08-24,Michoacán,16
16,2020-08-25,13,2020-08-25,Michoacán,16
16,2020-08-26,21,2020-08-26,Michoacán,16
16,2020-08-27,15,2020-08-27,Michoacán,16
16,2020-08-28,21,2020-08-28,Michoacán,16
16,2020-08-29,22,2020-08-29,Michoacán,16
16,2020-08-30,20,2020-08-30,Michoacán,16
16,2020-08-31,17,2020-08-31,Michoacán,16
16,2020-09-01,20,2020-09-01,Michoacán,16
16,2020-09-02,14,2020-09-02,Michoacán,16
16,2020-09-03,26,2020-09-03,Michoacán,16
16,2020-09-04,19,2020-09-04,Michoacán,16
16,2020-09-05,14,2020-09-05,Michoacán,16
16,2020-09-06,20,2020-09-06,Michoacán,16
16,2020-09-07,11,2020-09-07,Michoacán,16
16,2020-09-08,16,2020-09-08,Michoacán,16
16,2020-09-09,21,2020-09-09,Michoacán,16
16,2020-09-10,23,2020-09-10,Michoacán,16
16,2020-09-11,9,2020-09-11,Michoacán,16
16,2020-09-12,19,2020-09-12,Michoacán,16
16,2020-09-13,14,2020-09-13,Michoacán,16
16,2020-09-14,25,2020-09-14,Michoacán,16
16,2020-09-15,19,2020-09-15,Michoacán,16
16,2020-09-16,23,2020-09-16,Michoacán,16
16,2020-09-17,13,2020-09-17,Michoacán,16
16,2020-09-18,9,2020-09-18,Michoacán,16
16,2020-09-19,13,2020-09-19,Michoacán,16
16,2020-09-20,18,2020-09-20,Michoacán,16
16,2020-09-21,21,2020-09-21,Michoacán,16
16,2020-09-22,8,2020-09-22,Michoacán,16
16,2020-09-23,16,2020-09-23,Michoacán,16
16,2020-09-24,13,2020-09-24,Michoacán,16
16,2020-09-25,9,2020-09-25,Michoacán,16
16,2020-09-26,21,2020-09-26,Michoacán,16
16,2020-09-27,10,2020-09-27,Michoacán,16
16,2020-09-28,16,2020-09-28,Michoacán,16
16,2020-09-29,16,2020-09-29,Michoacán,16
16,2020-09-30,8,2020-09-30,Michoacán,16
16,2020-10-01,15,2020-10-01,Michoacán,16
16,2020-10-02,11,2020-10-02,Michoacán,16
16,2020-10-03,7,2020-10-03,Michoacán,16
16,2020-10-04,15,2020-10-04,Michoacán,16
16,2020-10-05,8,2020-10-05,Michoacán,16
16,2020-10-06,13,2020-10-06,Michoacán,16
16,2020-10-07,13,2020-10-07,Michoacán,16
16,2020-10-08,7,2020-10-08,Michoacán,16
16,2020-10-09,12,2020-10-09,Michoacán,16
16,2020-10-10,10,2020-10-10,Michoacán,16
16,2020-10-11,12,2020-10-11,Michoacán,16
16,2020-10-12,8,2020-10-12,Michoacán,16
16,2020-10-13,9,2020-10-13,Michoacán,16
16,2020-10-14,16,2020-10-14,Michoacán,16
16,2020-10-15,9,2020-10-15,Michoacán,16
16,2020-10-16,12,2020-10-16,Michoacán,16
16,2020-10-17,6,2020-10-17,Michoacán,16
16,2020-10-18,18,2020-10-18,Michoacán,16
16,2020-10-19,21,2020-10-19,Michoacán,16
16,2020-10-20,9,2020-10-20,Michoacán,16
16,2020-10-21,11,2020-10-21,Michoacán,16
16,2020-10-22,9,2020-10-22,Michoacán,16
16,2020-10-23,8,2020-10-23,Michoacán,16
16,2020-10-24,15,2020-10-24,Michoacán,16
16,2020-10-25,10,2020-10-25,Michoacán,16
16,2020-10-26,12,2020-10-26,Michoacán,16
16,2020-10-27,9,2020-10-27,Michoacán,16
16,2020-10-28,10,2020-10-28,Michoacán,16
16,2020-10-29,13,2020-10-29,Michoacán,16
16,2020-10-30,8,2020-10-30,Michoacán,16
16,2020-10-31,6,2020-10-31,Michoacán,16
16,2020-11-01,7,2020-11-01,Michoacán,16
16,2020-11-02,13,2020-11-02,Michoacán,16
16,2020-11-03,10,2020-11-03,Michoacán,16
16,2020-11-04,8,2020-11-04,Michoacán,16
16,2020-11-05,7,2020-11-05,Michoacán,16
16,2020-11-06,10,2020-11-06,Michoacán,16
16,2020-11-07,7,2020-11-07,Michoacán,16
16,2020-11-08,9,2020-11-08,Michoacán,16
16,2020-11-09,8,2020-11-09,Michoacán,16
16,2020-11-10,10,2020-11-10,Michoacán,16
16,2020-11-11,9,2020-11-11,Michoacán,16
16,2020-11-12,7,2020-11-12,Michoacán,16
16,2020-11-13,10,2020-11-13,Michoacán,16
16,2020-11-14,9,2020-11-14,Michoacán,16
16,2020-11-15,7,2020-11-15,Michoacán,16
16,2020-11-16,7,2020-11-16,Michoacán,16
16,2020-11-17,5,2020-11-17,Michoacán,16
16,2020-11-18,12,2020-11-18,Michoacán,16
16,2020-11-19,7,2020-11-19,Michoacán,16
16,2020-11-20,5,2020-11-20,Michoacán,16
16,2020-11-21,8,2020-11-21,Michoacán,16
16,2020-11-22,2,2020-11-22,Michoacán,16
16,2020-11-23,7,2020-11-23,Michoacán,16
16,2020-11-24,9,2020-11-24,Michoacán,16
16,2020-11-25,9,2020-11-25,Michoacán,16
16,2020-11-26,9,2020-11-26,Michoacán,16
16,2020-11-27,9,2020-11-27,Michoacán,16
16,2020-11-28,6,2020-11-28,Michoacán,16
16,2020-11-29,11,2020-11-29,Michoacán,16
16,2020-11-30,7,2020-11-30,Michoacán,16
16,2020-12-01,10,2020-12-01,Michoacán,16
16,2020-12-02,7,2020-12-02,Michoacán,16
16,2020-12-03,6,2020-12-03,Michoacán,16
16,2020-12-04,10,2020-12-04,Michoacán,16
16,2020-12-05,10,2020-12-05,Michoacán,16
16,2020-12-06,9,2020-12-06,Michoacán,16
16,2020-12-07,11,2020-12-07,Michoacán,16
16,2020-12-08,8,2020-12-08,Michoacán,16
16,2020-12-09,12,2020-12-09,Michoacán,16
16,2020-12-10,6,2020-12-10,Michoacán,16
16,2020-12-11,11,2020-12-11,Michoacán,16
16,2020-12-12,10,2020-12-12,Michoacán,16
16,2020-12-13,13,2020-12-13,Michoacán,16
16,2020-12-14,11,2020-12-14,Michoacán,16
16,2020-12-15,8,2020-12-15,Michoacán,16
16,2020-12-16,7,2020-12-16,Michoacán,16
16,2020-12-17,11,2020-12-17,Michoacán,16
16,2020-12-18,13,2020-12-18,Michoacán,16
16,2020-12-19,10,2020-12-19,Michoacán,16
16,2020-12-20,15,2020-12-20,Michoacán,16
16,2020-12-21,7,2020-12-21,Michoacán,16
16,2020-12-22,19,2020-12-22,Michoacán,16
16,2020-12-23,9,2020-12-23,Michoacán,16
16,2020-12-24,18,2020-12-24,Michoacán,16
16,2020-12-25,17,2020-12-25,Michoacán,16
16,2020-12-26,11,2020-12-26,Michoacán,16
16,2020-12-27,13,2020-12-27,Michoacán,16
16,2020-12-28,26,2020-12-28,Michoacán,16
16,2020-12-29,13,2020-12-29,Michoacán,16
16,2020-12-30,13,2020-12-30,Michoacán,16
16,2020-12-31,9,2020-12-31,Michoacán,16
16,2021-01-01,20,2021-01-01,Michoacán,16
16,2021-01-02,15,2021-01-02,Michoacán,16
16,2021-01-03,23,2021-01-03,Michoacán,16
16,2021-01-04,19,2021-01-04,Michoacán,16
16,2021-01-05,14,2021-01-05,Michoacán,16
16,2021-01-06,25,2021-01-06,Michoacán,16
16,2021-01-07,20,2021-01-07,Michoacán,16
16,2021-01-08,10,2021-01-08,Michoacán,16
16,2021-01-09,16,2021-01-09,Michoacán,16
16,2021-01-10,19,2021-01-10,Michoacán,16
16,2021-01-11,20,2021-01-11,Michoacán,16
16,2021-01-12,26,2021-01-12,Michoacán,16
16,2021-01-13,21,2021-01-13,Michoacán,16
16,2021-01-14,12,2021-01-14,Michoacán,16
16,2021-01-15,9,2021-01-15,Michoacán,16
16,2021-01-16,4,2021-01-16,Michoacán,16
16,2021-01-17,8,2021-01-17,Michoacán,16
17,2020-03-28,1,2020-03-28,Morelos,17
17,2020-03-29,1,2020-03-29,Morelos,17
17,2020-03-31,1,2020-03-31,Morelos,17
17,2020-04-01,1,2020-04-01,Morelos,17
17,2020-04-06,1,2020-04-06,Morelos,17
17,2020-04-07,1,2020-04-07,Morelos,17
17,2020-04-08,1,2020-04-08,Morelos,17
17,2020-04-10,1,2020-04-10,Morelos,17
17,2020-04-13,3,2020-04-13,Morelos,17
17,2020-04-14,1,2020-04-14,Morelos,17
17,2020-04-15,2,2020-04-15,Morelos,17
17,2020-04-16,1,2020-04-16,Morelos,17
17,2020-04-17,3,2020-04-17,Morelos,17
17,2020-04-19,4,2020-04-19,Morelos,17
17,2020-04-20,6,2020-04-20,Morelos,17
17,2020-04-21,6,2020-04-21,Morelos,17
17,2020-04-22,8,2020-04-22,Morelos,17
17,2020-04-23,6,2020-04-23,Morelos,17
17,2020-04-24,4,2020-04-24,Morelos,17
17,2020-04-25,7,2020-04-25,Morelos,17
17,2020-04-26,9,2020-04-26,Morelos,17
17,2020-04-27,7,2020-04-27,Morelos,17
17,2020-04-28,9,2020-04-28,Morelos,17
17,2020-04-29,11,2020-04-29,Morelos,17
17,2020-04-30,8,2020-04-30,Morelos,17
17,2020-05-01,15,2020-05-01,Morelos,17
17,2020-05-02,16,2020-05-02,Morelos,17
17,2020-05-03,12,2020-05-03,Morelos,17
17,2020-05-04,20,2020-05-04,Morelos,17
17,2020-05-05,16,2020-05-05,Morelos,17
17,2020-05-06,14,2020-05-06,Morelos,17
17,2020-05-07,12,2020-05-07,Morelos,17
17,2020-05-08,13,2020-05-08,Morelos,17
17,2020-05-09,13,2020-05-09,Morelos,17
17,2020-05-10,16,2020-05-10,Morelos,17
17,2020-05-11,16,2020-05-11,Morelos,17
17,2020-05-12,12,2020-05-12,Morelos,17
17,2020-05-13,22,2020-05-13,Morelos,17
17,2020-05-14,10,2020-05-14,Morelos,17
17,2020-05-15,10,2020-05-15,Morelos,17
17,2020-05-16,9,2020-05-16,Morelos,17
17,2020-05-17,10,2020-05-17,Morelos,17
17,2020-05-18,15,2020-05-18,Morelos,17
17,2020-05-19,18,2020-05-19,Morelos,17
17,2020-05-20,22,2020-05-20,Morelos,17
17,2020-05-21,15,2020-05-21,Morelos,17
17,2020-05-22,9,2020-05-22,Morelos,17
17,2020-05-23,15,2020-05-23,Morelos,17
17,2020-05-24,7,2020-05-24,Morelos,17
17,2020-05-25,9,2020-05-25,Morelos,17
17,2020-05-26,10,2020-05-26,Morelos,17
17,2020-05-27,7,2020-05-27,Morelos,17
17,2020-05-28,7,2020-05-28,Morelos,17
17,2020-05-29,5,2020-05-29,Morelos,17
17,2020-05-30,7,2020-05-30,Morelos,17
17,2020-05-31,12,2020-05-31,Morelos,17
17,2020-06-01,13,2020-06-01,Morelos,17
17,2020-06-02,13,2020-06-02,Morelos,17
17,2020-06-03,6,2020-06-03,Morelos,17
17,2020-06-04,7,2020-06-04,Morelos,17
17,2020-06-05,8,2020-06-05,Morelos,17
17,2020-06-06,11,2020-06-06,Morelos,17
17,2020-06-07,9,2020-06-07,Morelos,17
17,2020-06-08,10,2020-06-08,Morelos,17
17,2020-06-09,9,2020-06-09,Morelos,17
17,2020-06-10,12,2020-06-10,Morelos,17
17,2020-06-11,9,2020-06-11,Morelos,17
17,2020-06-12,8,2020-06-12,Morelos,17
17,2020-06-13,10,2020-06-13,Morelos,17
17,2020-06-14,11,2020-06-14,Morelos,17
17,2020-06-15,7,2020-06-15,Morelos,17
17,2020-06-16,11,2020-06-16,Morelos,17
17,2020-06-17,7,2020-06-17,Morelos,17
17,2020-06-18,5,2020-06-18,Morelos,17
17,2020-06-19,9,2020-06-19,Morelos,17
17,2020-06-20,3,2020-06-20,Morelos,17
17,2020-06-21,9,2020-06-21,Morelos,17
17,2020-06-22,7,2020-06-22,Morelos,17
17,2020-06-23,9,2020-06-23,Morelos,17
17,2020-06-24,4,2020-06-24,Morelos,17
17,2020-06-25,1,2020-06-25,Morelos,17
17,2020-06-26,8,2020-06-26,Morelos,17
17,2020-06-27,3,2020-06-27,Morelos,17
17,2020-06-28,4,2020-06-28,Morelos,17
17,2020-06-29,9,2020-06-29,Morelos,17
17,2020-06-30,6,2020-06-30,Morelos,17
17,2020-07-01,8,2020-07-01,Morelos,17
17,2020-07-02,4,2020-07-02,Morelos,17
17,2020-07-03,6,2020-07-03,Morelos,17
17,2020-07-04,5,2020-07-04,Morelos,17
17,2020-07-05,4,2020-07-05,Morelos,17
17,2020-07-06,3,2020-07-06,Morelos,17
17,2020-07-07,3,2020-07-07,Morelos,17
17,2020-07-08,4,2020-07-08,Morelos,17
17,2020-07-09,4,2020-07-09,Morelos,17
17,2020-07-10,7,2020-07-10,Morelos,17
17,2020-07-11,4,2020-07-11,Morelos,17
17,2020-07-12,2,2020-07-12,Morelos,17
17,2020-07-13,7,2020-07-13,Morelos,17
17,2020-07-14,4,2020-07-14,Morelos,17
17,2020-07-15,3,2020-07-15,Morelos,17
17,2020-07-16,5,2020-07-16,Morelos,17
17,2020-07-17,4,2020-07-17,Morelos,17
17,2020-07-18,3,2020-07-18,Morelos,17
17,2020-07-19,8,2020-07-19,Morelos,17
17,2020-07-20,3,2020-07-20,Morelos,17
17,2020-07-21,5,2020-07-21,Morelos,17
17,2020-07-22,1,2020-07-22,Morelos,17
17,2020-07-23,4,2020-07-23,Morelos,17
17,2020-07-24,12,2020-07-24,Morelos,17
17,2020-07-25,4,2020-07-25,Morelos,17
17,2020-07-26,4,2020-07-26,Morelos,17
17,2020-07-27,2,2020-07-27,Morelos,17
17,2020-07-28,3,2020-07-28,Morelos,17
17,2020-07-29,2,2020-07-29,Morelos,17
17,2020-07-30,3,2020-07-30,Morelos,17
17,2020-07-31,3,2020-07-31,Morelos,17
17,2020-08-01,4,2020-08-01,Morelos,17
17,2020-08-02,3,2020-08-02,Morelos,17
17,2020-08-03,10,2020-08-03,Morelos,17
17,2020-08-04,8,2020-08-04,Morelos,17
17,2020-08-05,5,2020-08-05,Morelos,17
17,2020-08-06,9,2020-08-06,Morelos,17
17,2020-08-07,6,2020-08-07,Morelos,17
17,2020-08-08,4,2020-08-08,Morelos,17
17,2020-08-09,4,2020-08-09,Morelos,17
17,2020-08-10,5,2020-08-10,Morelos,17
17,2020-08-11,9,2020-08-11,Morelos,17
17,2020-08-12,2,2020-08-12,Morelos,17
17,2020-08-13,6,2020-08-13,Morelos,17
17,2020-08-14,4,2020-08-14,Morelos,17
17,2020-08-15,2,2020-08-15,Morelos,17
17,2020-08-16,9,2020-08-16,Morelos,17
17,2020-08-17,5,2020-08-17,Morelos,17
17,2020-08-18,5,2020-08-18,Morelos,17
17,2020-08-19,2,2020-08-19,Morelos,17
17,2020-08-20,2,2020-08-20,Morelos,17
17,2020-08-21,3,2020-08-21,Morelos,17
17,2020-08-22,3,2020-08-22,Morelos,17
17,2020-08-23,5,2020-08-23,Morelos,17
17,2020-08-24,4,2020-08-24,Morelos,17
17,2020-08-25,7,2020-08-25,Morelos,17
17,2020-08-26,6,2020-08-26,Morelos,17
17,2020-08-27,2,2020-08-27,Morelos,17
17,2020-08-28,5,2020-08-28,Morelos,17
17,2020-08-29,3,2020-08-29,Morelos,17
17,2020-08-30,5,2020-08-30,Morelos,17
17,2020-08-31,6,2020-08-31,Morelos,17
17,2020-09-01,2,2020-09-01,Morelos,17
17,2020-09-02,7,2020-09-02,Morelos,17
17,2020-09-03,7,2020-09-03,Morelos,17
17,2020-09-04,4,2020-09-04,Morelos,17
17,2020-09-05,3,2020-09-05,Morelos,17
17,2020-09-06,3,2020-09-06,Morelos,17
17,2020-09-07,6,2020-09-07,Morelos,17
17,2020-09-08,1,2020-09-08,Morelos,17
17,2020-09-09,2,2020-09-09,Morelos,17
17,2020-09-10,3,2020-09-10,Morelos,17
17,2020-09-11,1,2020-09-11,Morelos,17
17,2020-09-12,3,2020-09-12,Morelos,17
17,2020-09-13,3,2020-09-13,Morelos,17
17,2020-09-14,1,2020-09-14,Morelos,17
17,2020-09-15,3,2020-09-15,Morelos,17
17,2020-09-16,5,2020-09-16,Morelos,17
17,2020-09-17,5,2020-09-17,Morelos,17
17,2020-09-18,4,2020-09-18,Morelos,17
17,2020-09-19,3,2020-09-19,Morelos,17
17,2020-09-20,3,2020-09-20,Morelos,17
17,2020-09-21,6,2020-09-21,Morelos,17
17,2020-09-22,6,2020-09-22,Morelos,17
17,2020-09-23,2,2020-09-23,Morelos,17
17,2020-09-24,7,2020-09-24,Morelos,17
17,2020-09-25,4,2020-09-25,Morelos,17
17,2020-09-26,4,2020-09-26,Morelos,17
17,2020-09-27,1,2020-09-27,Morelos,17
17,2020-09-28,2,2020-09-28,Morelos,17
17,2020-09-29,2,2020-09-29,Morelos,17
17,2020-09-30,5,2020-09-30,Morelos,17
17,2020-10-01,3,2020-10-01,Morelos,17
17,2020-10-02,4,2020-10-02,Morelos,17
17,2020-10-03,3,2020-10-03,Morelos,17
17,2020-10-04,4,2020-10-04,Morelos,17
17,2020-10-05,3,2020-10-05,Morelos,17
17,2020-10-06,3,2020-10-06,Morelos,17
17,2020-10-07,6,2020-10-07,Morelos,17
17,2020-10-08,2,2020-10-08,Morelos,17
17,2020-10-09,4,2020-10-09,Morelos,17
17,2020-10-10,3,2020-10-10,Morelos,17
17,2020-10-11,3,2020-10-11,Morelos,17
17,2020-10-12,7,2020-10-12,Morelos,17
17,2020-10-13,2,2020-10-13,Morelos,17
17,2020-10-14,3,2020-10-14,Morelos,17
17,2020-10-15,4,2020-10-15,Morelos,17
17,2020-10-16,4,2020-10-16,Morelos,17
17,2020-10-17,1,2020-10-17,Morelos,17
17,2020-10-18,1,2020-10-18,Morelos,17
17,2020-10-19,2,2020-10-19,Morelos,17
17,2020-10-21,1,2020-10-21,Morelos,17
17,2020-10-22,6,2020-10-22,Morelos,17
17,2020-10-24,6,2020-10-24,Morelos,17
