ENTIDAD_RES,FECHA_DEF,defunciones
15,2021-01-26,188
15,2021-01-27,184
15,2021-01-28,168
15,2021-01-29,179
15,2021-01-30,169
15,2021-01-31,174
15,2021-02-01,183
15,2021-02-02,160
15,2021-02-03,159
15,2021-02-04,139
15,2021-02-05,123
15,2021-02-06,128
15,2021-02-07,128
15,2021-02-08,152
15,2021-02-09,128
15,2021-02-10,96
15,2021-02-11,138
15,2021-02-12,115
15,2021-02-13,93
15,2021-02-14,104
15,2021-02-15,124
15,2021-02-16,100
15,2021-02-17,79
15,2021-02-18,81
15,2021-02-19,87
15,2021-02-20,94
15,2021-02-21,94
15,2021-02-22,76
15,2021-02-23,59
15,2021-02-24,65
15,2021-02-25,53
15,2021-02-26,57
15,2021-02-27,58
15,2021-02-28,57
15,2021-03-01,12
15,2021-03-02,1
16,2020-03-26,1
16,2020-04-03,2
16,2020-04-04,1
16,2020-04-06,1
16,2020-04-08,1
16,2020-04-09,1
16,2020-04-10,1
16,2020-04-11,1
16,2020-04-13,4
16,2020-04-14,2
16,2020-04-15,1
16,2020-04-16,2
16,2020-04-18,1
16,2020-04-19,2
16,2020-04-20,4
16,2020-04-22,1
16,2020-04-23,3
16,2020-04-24,2
16,2020-04-25,4
16,2020-04-26,3
16,2020-04-27,1
16,2020-04-28,3
16,2020-04-29,5
16,2020-04-30,5
16,2020-05-01,2
16,2020-05-02,1
16,2020-05-03,1
16,2020-05-04,4
16,2020-05-05,5
16,2020-05-07,2
16,2020-05-08,4
16,2020-05-09,4
16,2020-05-10,3
16,2020-05-11,3
16,2020-05-12,2
16,2020-05-13,6
16,2020-05-14,10
16,2020-05-15,4
16,2020-05-16,6
16,2020-05-17,7
16,2020-05-18,4
16,2020-05-19,8
16,2020-05-20,9
16,2020-05-21,10
16,2020-05-22,8
16,2020-05-23,4
16,2020-05-24,10
16,2020-05-25,11
16,2020-05-26,6
16,2020-05-27,13
16,2020-05-28,8
16,2020-05-29,3
16,2020-05-30,4
16,2020-05-31,8
16,2020-06-01,8
16,2020-06-02,6
16,2020-06-03,7
16,2020-06-04,14
16,2020-06-05,7
16,2020-06-06,9
16,2020-06-07,10
16,2020-06-08,13
16,2020-06-09,9
16,2020-06-10,11
16,2020-06-11,12
16,2020-06-12,10
16,2020-06-13,15
16,2020-06-14,18
16,2020-06-15,20
16,2020-06-16,18
16,2020-06-17,24
16,2020-06-18,12
16,2020-06-19,17
16,2020-06-20,15
16,2020-06-21,10
16,2020-06-22,9
16,2020-06-23,11
16,2020-06-24,10
16,2020-06-25,8
16,2020-06-26,9
16,2020-06-27,20
16,2020-06-28,13
16,2020-06-29,8
16,2020-06-30,12
16,2020-07-01,12
16,2020-07-02,10
16,2020-07-03,7
16,2020-07-04,8
16,2020-07-05,11
16,2020-07-06,11
16,2020-07-07,7
16,2020-07-08,10
16,2020-07-09,5
16,2020-07-10,9
16,2020-07-11,15
16,2020-07-12,12
16,2020-07-13,13
16,2020-07-14,8
16,2020-07-15,16
16,2020-07-16,7
16,2020-07-17,13
16,2020-07-18,5
16,2020-07-19,7
16,2020-07-20,6
16,2020-07-21,6
16,2020-07-22,6
16,2020-07-23,9
16,2020-07-24,11
16,2020-07-25,16
16,2020-07-26,18
16,2020-07-27,14
16,2020-07-28,12
16,2020-07-29,17
16,2020-07-30,8
16,2020-07-31,13
16,2020-08-01,22
16,2020-08-02,10
16,2020-08-03,19
16,2020-08-04,9
16,2020-08-05,12
16,2020-08-06,14
16,2020-08-07,15
16,2020-08-08,17
16,2020-08-09,19
16,2020-08-10,16
16,2020-08-11,15
16,2020-08-12,17
16,2020-08-13,10
16,2020-08-14,13
16,2020-08-15,16
16,2020-08-16,19
16,2020-08-17,26
16,2020-08-18,16
16,2020-08-19,18
16,2020-08-20,8
16,2020-08-21,19
16,2020-08-22,17
16,2020-08-23,19
16,2020-08-24,12
16,2020-08-25,13
16,2020-08-26,22
16,2020-08-27,15
16,2020-08-28,21
16,2020-08-29,22
16,2020-08-30,20
16,2020-08-31,17
16,2020-09-01,20
16,2020-09-02,14
16,2020-09-03,26
16,2020-09-04,19
16,2020-09-05,14
16,2020-09-06,20
16,2020-09-07,12
16,2020-09-08,16
16,2020-09-09,21
16,2020-09-10,22
16,2020-09-11,9
16,2020-09-12,19
16,2020-09-13,14
16,2020-09-14,25
16,2020-09-15,19
16,2020-09-16,23
16,2020-09-17,13
16,2020-09-18,9
16,2020-09-19,13
16,2020-09-20,18
16,2020-09-21,20
16,2020-09-22,8
16,2020-09-23,16
16,2020-09-24,13
16,2020-09-25,9
16,2020-09-26,22
16,2020-09-27,10
16,2020-09-28,16
16,2020-09-29,16
16,2020-09-30,8
16,2020-10-01,15
16,2020-10-02,11
16,2020-10-03,7
16,2020-10-04,15
16,2020-10-05,8
16,2020-10-06,13
16,2020-10-07,13
16,2020-10-08,7
16,2020-10-09,12
16,2020-10-10,11
16,2020-10-11,12
16,2020-10-12,8
16,2020-10-13,9
16,2020-10-14,16
16,2020-10-15,9
16,2020-10-16,12
16,2020-10-17,6
16,2020-10-18,18
16,2020-10-19,21
16,2020-10-20,9
16,2020-10-21,11
16,2020-10-22,9
16,2020-10-23,9
16,2020-10-24,15
16,2020-10-25,10
16,2020-10-26,12
16,2020-10-27,9
16,2020-10-28,10
16,2020-10-29,13
16,2020-10-30,8
16,2020-10-31,6
16,2020-11-01,7
16,2020-11-02,13
16,2020-11-03,10
16,2020-11-04,8
16,2020-11-05,7
16,2020-11-06,10
16,2020-11-07,7
16,2020-11-08,9
16,2020-11-09,9
16,2020-11-10,10
16,2020-11-11,9
16,2020-11-12,7
16,2020-11-13,10
16,2020-11-14,9
16,2020-11-15,7
16,2020-11-16,7
16,2020-11-17,6
16,2020-11-18,12
16,2020-11-19,7
16,2020-11-20,5
16,2020-11-21,7
16,2020-11-22,2
16,2020-11-23,7
16,2020-11-24,10
16,2020-11-25,9
16,2020-11-26,9
16,2020-11-27,9
16,2020-11-28,6
16,2020-11-29,11
16,2020-11-30,9
16,2020-12-01,10
16,2020-12-02,7
16,2020-12-03,7
16,2020-12-04,10
16,2020-12-05,10
16,2020-12-06,9
16,2020-12-07,11
16,2020-12-08,10
16,2020-12-09,13
16,2020-12-10,7
16,2020-12-11,12
16,2020-12-12,11
16,2020-12-13,13
16,2020-12-14,12
16,2020-12-15,10
16,2020-12-16,8
16,2020-12-17,11
16,2020-12-18,13
16,2020-12-19,11
16,2020-12-20,18
16,2020-12-21,7
16,2020-12-22,21
16,2020-12-23,13
16,2020-12-24,20
16,2020-12-25,19
16,2020-12-26,11
16,2020-12-27,14
16,2020-12-28,29
16,2020-12-29,15
16,2020-12-30,13
16,2020-12-31,13
16,2021-01-01,25
16,2021-01-02,19
16,2021-01-03,31
16,2021-01-04,25
16,2021-01-05,15
16,2021-01-06,27
16,2021-01-07,21
16,2021-01-08,21
16,2021-01-09,22
16,2021-01-10,21
16,2021-01-11,28
16,2021-01-12,38
16,2021-01-13,34
16,2021-01-14,28
16,2021-01-15,35
16,2021-01-16,37
16,2021-01-17,34
16,2021-01-18,31
16,2021-01-19,32
16,2021-01-20,46
16,2021-01-21,35
16,2021-01-22,52
16,2021-01-23,34
16,2021-01-24,45
16,2021-01-25,45
16,2021-01-26,48
16,2021-01-27,41
16,2021-01-28,43
16,2021-01-29,33
16,2021-01-30,31
16,2021-01-31,34
16,2021-02-01,34
16,2021-02-02,41
16,2021-02-03,31
16,2021-02-04,27
16,2021-02-05,33
16,2021-02-06,32
16,2021-02-07,24
16,2021-02-08,46
16,2021-02-09,21
16,2021-02-10,20
16,2021-02-11,21
16,2021-02-12,17
16,2021-02-13,20
16,2021-02-14,26
16,2021-02-15,23
16,2021-02-16,21
16,2021-02-17,23
16,2021-02-18,15
16,2021-02-19,22
16,2021-02-20,15
16,2021-02-21,20
16,2021-02-22,18
16,2021-02-23,11
16,2021-02-24,12
16,2021-02-25,15
16,2021-02-26,7
16,2021-02-27,10
16,2021-02-28,8
16,2021-03-01,3
17,2020-03-28,1
17,2020-03-29,1
17,2020-03-31,1
17,2020-04-01,1
17,2020-04-06,1
17,2020-04-07,1
17,2020-04-08,1
17,2020-04-10,1
17,2020-04-13,3
17,2020-04-14,1
17,2020-04-15,2
17,2020-04-16,1
17,2020-04-17,3
17,2020-04-19,4
17,2020-04-20,6
17,2020-04-21,6
17,2020-04-22,8
17,2020-04-23,6
17,2020-04-24,4
17,2020-04-25,7
17,2020-04-26,9
17,2020-04-27,7
17,2020-04-28,10
17,2020-04-29,11
17,2020-04-30,8
17,2020-05-01,15
17,2020-05-02,16
17,2020-05-03,12
17,2020-05-04,20
17,2020-05-05,16
17,2020-05-06,14
17,2020-05-07,12
17,2020-05-08,13
17,2020-05-09,13
17,2020-05-10,16
17,2020-05-11,16
17,2020-05-12,12
17,2020-05-13,22
17,2020-05-14,10
17,2020-05-15,10
17,2020-05-16,9
17,2020-05-17,10
17,2020-05-18,15
17,2020-05-19,18
17,2020-05-20,22
17,2020-05-21,15
17,2020-05-22,9
17,2020-05-23,15
17,2020-05-24,7
17,2020-05-25,9
17,2020-05-26,10
17,2020-05-27,7
17,2020-05-28,7
17,2020-05-29,5
17,2020-05-30,7
17,2020-05-31,12
17,2020-06-01,13
17,2020-06-02,13
17,2020-06-03,6
17,2020-06-04,8
17,2020-06-05,8
17,2020-06-06,11
17,2020-06-07,9
17,2020-06-08,10
17,2020-06-09,9
17,2020-06-10,12
17,2020-06-11,9
17,2020-06-12,8
17,2020-06-13,10
17,2020-06-14,11
17,2020-06-15,7
17,2020-06-16,11
17,2020-06-17,7
17,2020-06-18,5
17,2020-06-19,9
17,2020-06-20,3
17,2020-06-21,9
17,2020-06-22,7
17,2020-06-23,9
17,2020-06-24,4
17,2020-06-25,1
17,2020-06-26,8
17,2020-06-27,3
17,2020-06-28,4
17,2020-06-29,9
17,2020-06-30,6
17,2020-07-01,8
17,2020-07-02,4
17,2020-07-03,6
17,2020-07-04,5
17,2020-07-05,4
17,2020-07-06,3
17,2020-07-07,3
17,2020-07-08,4
17,2020-07-09,4
17,2020-07-10,7
17,2020-07-11,4
17,2020-07-12,2
17,2020-07-13,7
17,2020-07-14,4
17,2020-07-15,3
17,2020-07-16,5
17,2020-07-17,4
17,2020-07-18,3
17,2020-07-19,8
17,2020-07-20,3
17,2020-07-21,6
17,2020-07-22,1
17,2020-07-23,4
17,2020-07-24,12
17,2020-07-25,4
17,2020-07-26,4
17,2020-07-27,2
17,2020-07-28,3
17,2020-07-29,2
17,2020-07-30,3
17,2020-07-31,3
17,2020-08-01,4
17,2020-08-02,3
17,2020-08-03,10
17,2020-08-04,8
17,2020-08-05,5
17,2020-08-06,9
17,2020-08-07,6
17,2020-08-08,4
17,2020-08-09,4
17,2020-08-10,5
17,2020-08-11,9
17,2020-08-12,2
17,2020-08-13,6
17,2020-08-14,4
17,2020-08-15,2
17,2020-08-16,9
17,2020-08-17,5
17,2020-08-18,5
17,2020-08-19,2
17,2020-08-20,2
17,2020-08-21,3
17,2020-08-22,3
17,2020-08-23,5
17,2020-08-24,5
17,2020-08-25,7
17,2020-08-26,7
17,2020-08-27,2
17,2020-08-28,5
17,2020-08-29,3
17,2020-08-30,5
17,2020-08-31,6
17,2020-09-01,2
17,2020-09-02,7
17,2020-09-03,7
17,2020-09-04,4
17,2020-09-05,3
17,2020-09-06,3
17,2020-09-07,6
17,2020-09-08,1
17,2020-09-09,2
17,2020-09-10,3
17,2020-09-11,1
17,2020-09-12,3
17,2020-09-13,3
17,2020-09-14,1
17,2020-09-15,3
17,2020-09-16,5
17,2020-09-17,5
17,2020-09-18,4
17,2020-09-19,3
17,2020-09-20,3
17,2020-09-21,6
17,2020-09-22,6
17,2020-09-23,2
17,2020-09-24,7
17,2020-09-25,4
17,2020-09-26,4
17,2020-09-27,1
17,2020-09-28,2
17,2020-09-29,2
17,2020-09-30,5
17,2020-10-01,3
17,2020-10-02,4
17,2020-10-03,3
17,2020-10-04,4
17,2020-10-05,3
17,2020-10-06,3
17,2020-10-07,6
17,2020-10-08,2
17,2020-10-09,4
17,2020-10-10,3
17,2020-10-11,3
17,2020-10-12,7
17,2020-10-13,2
17,2020-10-14,3
17,2020-10-15,4
17,2020-10-16,4
17,2020-10-17,1
17,2020-10-18,1
17,2020-10-19,2
17,2020-10-21,1
17,2020-10-22,6
17,2020-10-24,6
17,2020-10-25,3
17,2020-10-26,3
17,2020-10-27,6
17,2020-10-28,2
17,2020-10-29,5
17,2020-10-30,4
17,2020-10-31,3
17,2020-11-01,2
17,2020-11-02,5
17,2020-11-03,4
17,2020-11-04,2
17,2020-11-05,3
17,2020-11-06,4
17,2020-11-07,1
17,2020-11-08,3
17,2020-11-09,5
17,2020-11-10,1
17,2020-11-11,4
17,2020-11-12,11
17,2020-11-13,5
17,2020-11-15,4
17,2020-11-16,2
17,2020-11-17,7
17,2020-11-18,2
17,2020-11-20,6
17,2020-11-21,2
17,2020-11-22,6
17,2020-11-23,3
17,2020-11-24,3
17,2020-11-25,1
17,2020-11-26,4
17,2020-11-28,2
17,2020-11-29,3
17,2020-11-30,6
17,2020-12-01,7
17,2020-12-02,10
17,2020-12-03,7
17,2020-12-04,6
17,2020-12-05,5
17,2020-12-06,7
17,2020-12-07,10
17,2020-12-08,6
17,2020-12-09,4
17,2020-12-10,4
17,2020-12-11,6
17,2020-12-12,6
17,2020-12-13,6
17,2020-12-14,7
17,2020-12-15,7
17,2020-12-16,7
17,2020-12-17,7
17,2020-12-18,8
17,2020-12-19,2
17,2020-12-20,7
17,2020-12-21,7
17,2020-12-22,5
17,2020-12-23,4
17,2020-12-24,14
17,2020-12-25,7
17,2020-12-26,10
17,2020-12-27,7
17,2020-12-28,9
17,2020-12-29,12
17,2020-12-30,11
17,2020-12-31,14
17,2021-01-01,9
17,2021-01-02,12
17,2021-01-03,12
17,2021-01-04,19
17,2021-01-05,9
17,2021-01-06,13
17,2021-01-07,8
17,2021-01-08,21
17,2021-01-09,12
17,2021-01-10,13
17,2021-01-11,21
17,2021-01-12,11
17,2021-01-13,18
17,2021-01-14,14
17,2021-01-15,10
17,2021-01-16,20
17,2021-01-17,20
17,2021-01-18,23
17,2021-01-19,18
17,2021-01-20,19
17,2021-01-21,21
17,2021-01-22,17
17,2021-01-23,19
17,2021-01-24,20
17,2021-01-25,21
17,2021-01-26,25
17,2021-01-27,17
17,2021-01-28,19
17,2021-01-29,19
17,2021-01-30,10
17,2021-01-31,10
17,2021-02-01,17
17,2021-02-02,11
17,2021-02-03,13
17,2021-02-04,15
17,2021-02-05,9
17,2021-02-06,13
17,2021-02-07,13
17,2021-02-08,15
17,2021-02-09,15
17,2021-02-10,9
17,2021-02-11,15
17,2021-02-12,7
17,2021-02-13,8
17,2021-02-14,11
17,2021-02-15,6
17,2021-02-16,10
17,2021-02-17,10
17,2021-02-18,10
17,2021-02-19,8
17,2021-02-20,7
17,2021-02-21,9
17,2021-02-22,5
17,2021-02-23,7
17,2021-02-24,10
17,2021-02-25,6
17,2021-02-26,6
17,2021-02-27,10
17,2021-02-28,9
17,2021-03-01,2
18,2020-03-30,1
18,2020-04-08,3
18,2020-04-09,1
18,2020-04-12,1
18,2020-04-17,1
18,2020-04-20,2
18,2020-04-26,1
18,2020-04-27,1
18,2020-05-02,1
18,2020-05-03,2
18,2020-05-04,3
18,2020-05-05,3
18,2020-05-07,1
18,2020-05-08,1
18,2020-05-10,2
18,2020-05-11,1
18,2020-05-14,4
18,2020-05-15,2
18,2020-05-16,2
18,2020-05-17,3
18,2020-05-18,2
18,2020-05-19,3
18,2020-05-21,2
18,2020-05-22,1
18,2020-05-24,2
18,2020-05-26,3
18,2020-05-27,5
18,2020-05-28,6
18,2020-05-29,2
18,2020-05-30,6
18,2020-05-31,5
18,2020-06-01,2
18,2020-06-02,6
18,2020-06-03,3
18,2020-06-04,6
18,2020-06-06,8
18,2020-06-07,4
18,2020-06-08,7
18,2020-06-09,5
18,2020-06-10,4
18,2020-06-11,4
18,2020-06-12,1
18,2020-06-13,1
18,2020-06-14,8
18,2020-06-15,4
18,2020-06-16,5
18,2020-06-17,7
18,2020-06-18,6
18,2020-06-19,9
18,2020-06-20,11
18,2020-06-21,9
18,2020-06-22,3
18,2020-06-23,6
18,2020-06-24,5
18,2020-06-25,8
18,2020-06-26,1
18,2020-06-27,6
18,2020-06-28,8
18,2020-06-29,9
18,2020-06-30,4
18,2020-07-01,2
18,2020-07-02,1
18,2020-07-03,4
18,2020-07-04,4
18,2020-07-05,7
18,2020-07-06,7
18,2020-07-07,6
18,2020-07-08,6
18,2020-07-09,10
18,2020-07-10,4
18,2020-07-11,6
18,2020-07-12,6
18,2020-07-13,9
18,2020-07-14,8
18,2020-07-15,4
18,2020-07-16,5
18,2020-07-17,7
18,2020-07-18,5
18,2020-07-19,15
18,2020-07-20,5
18,2020-07-21,10
18,2020-07-22,7
18,2020-07-23,10
18,2020-07-24,1
18,2020-07-25,9
18,2020-07-26,8
18,2020-07-27,7
18,2020-07-28,8
18,2020-07-29,9
18,2020-07-30,6
18,2020-07-31,4
18,2020-08-01,7
18,2020-08-02,12
18,2020-08-03,6
18,2020-08-04,6
18,2020-08-05,8
18,2020-08-06,9
18,2020-08-07,5
18,2020-08-08,7
18,2020-08-09,7
18,2020-08-10,6
18,2020-08-11,5
18,2020-08-12,2
18,2020-08-13,9
18,2020-08-14,10
18,2020-08-15,11
18,2020-08-16,3
18,2020-08-17,10
18,2020-08-18,8
18,2020-08-19,6
18,2020-08-20,15
18,2020-08-21,5
18,2020-08-22,7
18,2020-08-23,3
18,2020-08-24,5
18,2020-08-25,9
18,2020-08-26,7
18,2020-08-27,9
18,2020-08-28,3
18,2020-08-29,9
18,2020-08-30,12
18,2020-08-31,4
18,2020-09-01,5
18,2020-09-02,5
18,2020-09-03,9
18,2020-09-04,10
18,2020-09-05,7
18,2020-09-06,3
18,2020-09-07,11
18,2020-09-08,6
18,2020-09-09,6
18,2020-09-10,2
18,2020-09-11,9
18,2020-09-12,7
18,2020-09-13,2
18,2020-09-14,9
18,2020-09-15,9
18,2020-09-16,6
18,2020-09-17,5
18,2020-09-18,1
18,2020-09-19,6
18,2020-09-20,6
18,2020-09-21,6
18,2020-09-22,5
18,2020-09-23,2
18,2020-09-24,8
18,2020-09-25,1
18,2020-09-26,6
18,2020-09-27,5
18,2020-09-28,4
18,2020-09-29,4
18,2020-09-30,6
18,2020-10-01,4
18,2020-10-02,6
18,2020-10-03,8
18,2020-10-04,4
18,2020-10-05,2
18,2020-10-06,2
18,2020-10-07,2
18,2020-10-08,1
18,2020-10-09,4
18,2020-10-10,1
18,2020-10-11,6
18,2020-10-12,4
18,2020-10-13,8
18,2020-10-14,2
18,2020-10-15,4
18,2020-10-16,4
18,2020-10-17,7
18,2020-10-18,1
18,2020-10-19,6
18,2020-10-20,2
18,2020-10-21,3
18,2020-10-22,5
18,2020-10-23,8
18,2020-10-24,3
18,2020-10-25,5
18,2020-10-26,3
18,2020-10-27,1
18,2020-10-28,3
18,2020-10-29,3
18,2020-10-30,5
18,2020-10-31,2
18,2020-11-01,1
18,2020-11-02,1
18,2020-11-04,3
18,2020-11-05,2
18,2020-11-06,5
18,2020-11-07,2
18,2020-11-08,1
18,2020-11-09,1
18,2020-11-11,3
18,2020-11-13,4
18,2020-11-14,1
18,2020-11-16,3
18,2020-11-17,1
18,2020-11-18,2
18,2020-11-19,1
18,2020-11-20,3
18,2020-11-21,5
18,2020-11-22,3
18,2020-11-23,2
18,2020-11-24,1
18,2020-11-25,1
18,2020-11-26,3
18,2020-11-27,2
18,2020-11-28,4
18,2020-11-29,1
18,2020-11-30,4
18,2020-12-01,1
18,2020-12-02,2
18,2020-12-03,3
18,2020-12-04,4
18,2020-12-05,3
18,2020-12-06,1
18,2020-12-07,4
18,2020-12-08,2
18,2020-12-09,2
18,2020-12-10,3
18,2020-12-11,1
18,2020-12-12,1
18,2020-12-13,4
18,2020-12-14,7
18,2020-12-15,2
18,2020-12-16,1
18,2020-12-17,5
18,2020-12-18,3
18,2020-12-19,5
18,2020-12-20,1
18,2020-12-21,3
18,2020-12-22,4
18,2020-12-23,4
18,2020-12-24,5
18,2020-12-25,6
18,2020-12-26,2
18,2020-12-27,1
18,2020-12-28,1
18,2020-12-29,1
18,2020-12-30,2
18,2020-12-31,7
18,2021-01-01,5
18,2021-01-02,4
18,2021-01-03,3
18,2021-01-04,9
18,2021-01-05,5
18,2021-01-06,10
18,2021-01-07,7
18,2021-01-08,8
18,2021-01-09,5
18,2021-01-10,4
18,2021-01-11,10
18,2021-01-12,10
18,2021-01-13,4
18,2021-01-14,6
18,2021-01-15,17
18,2021-01-16,20
18,2021-01-17,10
18,2021-01-18,12
18,2021-01-19,11
18,2021-01-20,12
18,2021-01-21,11
18,2021-01-22,13
18,2021-01-23,18
18,2021-01-24,17
18,2021-01-25,19
18,2021-01-26,11
18,2021-01-27,16
18,2021-01-28,8
18,2021-01-29,15
18,2021-01-30,12
18,2021-01-31,11
18,2021-02-01,11
18,2021-02-02,20
18,2021-02-03,10
18,2021-02-04,12
18,2021-02-05,18
18,2021-02-06,8
18,2021-02-07,5
18,2021-02-08,13
18,2021-02-09,13
18,2021-02-10,12
18,2021-02-11,6
18,2021-02-12,3
18,2021-02-13,8
18,2021-02-14,6
18,2021-02-15,13
18,2021-02-16,8
18,2021-02-17,4
18,2021-02-18,4
18,2021-02-19,1
18,2021-02-20,2
18,2021-02-21,7
18,2021-02-22,3
18,2021-02-23,5
18,2021-02-24,9
18,2021-02-25,1
18,2021-02-26,2
18,2021-02-27,2
18,2021-02-28,1
19,2020-04-03,2
19,2020-04-05,1
19,2020-04-07,2
19,2020-04-13,1
19,2020-04-16,1
19,2020-04-19,1
19,2020-04-20,1
19,2020-04-22,2
19,2020-04-23,1
19,2020-04-24,1
19,2020-04-25,1
19,2020-04-26,1
19,2020-04-27,2
19,2020-04-28,2
19,2020-04-29,2
19,2020-04-30,1
19,2020-05-01,2
19,2020-05-02,3
19,2020-05-03,2
19,2020-05-04,2
19,2020-05-05,3
19,2020-05-06,2
19,2020-05-07,2
19,2020-05-09,3
19,2020-05-10,3
19,2020-05-11,3
19,2020-05-12,4
19,2020-05-13,4
19,2020-05-14,3
19,2020-05-15,4
19,2020-05-16,3
19,2020-05-17,3
19,2020-05-18,4
19,2020-05-19,5
19,2020-05-20,6
19,2020-05-21,3
19,2020-05-22,3
19,2020-05-23,2
19,2020-05-24,1
19,2020-05-25,9
19,2020-05-26,5
19,2020-05-27,4
19,2020-05-28,4
19,2020-05-29,6
19,2020-05-30,3
19,2020-05-31,2
19,2020-06-01,4
19,2020-06-02,2
19,2020-06-03,8
19,2020-06-04,10
19,2020-06-05,3
19,2020-06-06,8
19,2020-06-07,3
19,2020-06-08,5
19,2020-06-09,6
19,2020-06-10,7
19,2020-06-11,5
19,2020-06-12,10
19,2020-06-13,10
19,2020-06-14,6
19,2020-06-15,13
19,2020-06-16,12
19,2020-06-17,13
19,2020-06-18,11
19,2020-06-19,10
19,2020-06-20,7
19,2020-06-21,15
19,2020-06-22,13
19,2020-06-23,11
19,2020-06-24,12
19,2020-06-25,10
19,2020-06-26,21
19,2020-06-27,13
19,2020-06-28,15
19,2020-06-29,16
19,2020-06-30,23
19,2020-07-01,21
19,2020-07-02,28
19,2020-07-03,23
19,2020-07-04,21
19,2020-07-05,29
19,2020-07-06,28
19,2020-07-07,26
19,2020-07-08,24
19,2020-07-09,30
19,2020-07-10,18
19,2020-07-11,24
19,2020-07-12,28
19,2020-07-13,35
19,2020-07-14,31
19,2020-07-15,45
19,2020-07-16,31
19,2020-07-17,30
19,2020-07-18,42
19,2020-07-19,37
19,2020-07-20,29
19,2020-07-21,36
19,2020-07-22,43
19,2020-07-23,42
19,2020-07-24,43
19,2020-07-25,34
19,2020-07-26,44
19,2020-07-27,50
19,2020-07-28,54
19,2020-07-29,33
19,2020-07-30,35
19,2020-07-31,38
19,2020-08-01,38
19,2020-08-02,44
19,2020-08-03,36
19,2020-08-04,43
19,2020-08-05,46
19,2020-08-06,48
19,2020-08-07,53
19,2020-08-08,28
19,2020-08-09,49
19,2020-08-10,42
19,2020-08-11,43
19,2020-08-12,38
19,2020-08-13,42
19,2020-08-14,29
19,2020-08-15,33
19,2020-08-16,41
19,2020-08-17,40
19,2020-08-18,26
19,2020-08-19,31
19,2020-08-20,45
19,2020-08-21,39
19,2020-08-22,40
19,2020-08-23,27
19,2020-08-24,33
19,2020-08-25,24
19,2020-08-26,27
19,2020-08-27,23
19,2020-08-28,32
19,2020-08-29,33
19,2020-08-30,34
19,2020-08-31,39
19,2020-09-01,30
19,2020-09-02,35
19,2020-09-03,31
19,2020-09-04,32
19,2020-09-05,28
19,2020-09-06,22
19,2020-09-07,26
19,2020-09-08,33
19,2020-09-09,28
19,2020-09-10,33
19,2020-09-11,24
19,2020-09-12,28
19,2020-09-13,27
19,2020-09-14,33
19,2020-09-15,32
19,2020-09-16,23
19,2020-09-17,29
19,2020-09-18,24
19,2020-09-19,24
19,2020-09-20,23
19,2020-09-21,31
19,2020-09-22,24
19,2020-09-23,34
19,2020-09-24,22
19,2020-09-25,33
19,2020-09-26,33
19,2020-09-27,21
19,2020-09-28,29
19,2020-09-29,27
19,2020-09-30,26
19,2020-10-01,23
19,2020-10-02,32
19,2020-10-03,31
19,2020-10-04,25
19,2020-10-05,29
19,2020-10-06,28
19,2020-10-07,19
19,2020-10-08,27
19,2020-10-09,25
19,2020-10-10,27
19,2020-10-11,29
19,2020-10-12,28
19,2020-10-13,30
19,2020-10-14,22
19,2020-10-15,31
19,2020-10-16,21
19,2020-10-17,29
19,2020-10-18,27
19,2020-10-19,37
19,2020-10-20,39
19,2020-10-21,38
19,2020-10-22,37
19,2020-10-23,29
19,2020-10-24,20
19,2020-10-25,28
19,2020-10-26,34
19,2020-10-27,27
19,2020-10-28,37
19,2020-10-29,36
19,2020-10-30,37
19,2020-10-31,31
19,2020-11-01,25
19,2020-11-02,37
19,2020-11-03,26
19,2020-11-04,33
19,2020-11-05,43
19,2020-11-06,35
19,2020-11-07,25
19,2020-11-08,32
19,2020-11-09,22
19,2020-11-10,37
19,2020-11-11,27
19,2020-11-12,21
19,2020-11-13,24
19,2020-11-14,30
19,2020-11-15,28
19,2020-11-16,32
19,2020-11-17,28
19,2020-11-18,30
19,2020-11-19,20
19,2020-11-20,27
19,2020-11-21,24
19,2020-11-22,30
19,2020-11-23,23
19,2020-11-24,24
19,2020-11-25,21
19,2020-11-26,19
19,2020-11-27,26
19,2020-11-28,22
19,2020-11-29,27
19,2020-11-30,26
19,2020-12-01,26
19,2020-12-02,33
19,2020-12-03,23
19,2020-12-04,28
19,2020-12-05,25
19,2020-12-06,36
19,2020-12-07,17
19,2020-12-08,18
19,2020-12-09,34
19,2020-12-10,21
19,2020-12-11,29
19,2020-12-12,27
19,2020-12-13,22
19,2020-12-14,11
19,2020-12-15,31
19,2020-12-16,30
19,2020-12-17,20
19,2020-12-18,25
19,2020-12-19,24
19,2020-12-20,26
19,2020-12-21,24
19,2020-12-22,28
19,2020-12-23,39
19,2020-12-24,28
19,2020-12-25,28
19,2020-12-26,28
19,2020-12-27,41
19,2020-12-28,41
19,2020-12-29,36
19,2020-12-30,37
19,2020-12-31,34
19,2021-01-01,28
19,2021-01-02,37
19,2021-01-03,34
19,2021-01-04,42
19,2021-01-05,35
19,2021-01-06,50
19,2021-01-07,36
19,2021-01-08,43
19,2021-01-09,41
19,2021-01-10,43
19,2021-01-11,36
19,2021-01-12,44
19,2021-01-13,57
19,2021-01-14,60
19,2021-01-15,45
19,2021-01-16,44
19,2021-01-17,72
19,2021-01-18,56
19,2021-01-19,53
19,2021-01-20,51
19,2021-01-21,58
19,2021-01-22,54
