ENTIDAD_RES,FECHA_INGRESO,confirmados
9,2020-07-29,1087
9,2020-07-30,1059
9,2020-07-31,951
9,2020-08-01,548
9,2020-08-02,269
9,2020-08-03,879
9,2020-08-04,1042
9,2020-08-05,1025
9,2020-08-06,930
9,2020-08-07,1009
9,2020-08-08,478
9,2020-08-09,194
9,2020-08-10,903
9,2020-08-11,1044
9,2020-08-12,1033
9,2020-08-13,1018
9,2020-08-14,1053
9,2020-08-15,484
9,2020-08-16,190
9,2020-08-17,1025
9,2020-08-18,1200
9,2020-08-19,1148
9,2020-08-20,972
9,2020-08-21,1092
9,2020-08-22,520
9,2020-08-23,276
9,2020-08-24,1100
9,2020-08-25,1084
9,2020-08-26,1437
9,2020-08-27,1260
9,2020-08-28,1277
9,2020-08-29,741
9,2020-08-30,253
9,2020-08-31,1058
9,2020-09-01,1452
9,2020-09-02,1493
9,2020-09-03,1376
9,2020-09-04,1261
9,2020-09-05,674
9,2020-09-06,255
9,2020-09-07,1012
9,2020-09-08,1389
9,2020-09-09,1323
9,2020-09-10,1235
9,2020-09-11,1220
9,2020-09-12,748
9,2020-09-13,238
9,2020-09-14,997
9,2020-09-15,795
9,2020-09-16,234
9,2020-09-17,1309
9,2020-09-18,1171
9,2020-09-19,654
9,2020-09-20,271
9,2020-09-21,978
9,2020-09-22,1272
9,2020-09-23,1218
9,2020-09-24,1169
9,2020-09-25,1170
9,2020-09-26,751
9,2020-09-27,308
9,2020-09-28,1129
9,2020-09-29,1238
9,2020-09-30,1218
9,2020-10-01,1199
9,2020-10-02,1061
9,2020-10-03,560
9,2020-10-04,238
9,2020-10-05,1043
9,2020-10-06,1225
9,2020-10-07,1242
9,2020-10-08,1198
9,2020-10-09,1212
9,2020-10-10,558
9,2020-10-11,302
9,2020-10-12,1255
9,2020-10-13,1367
9,2020-10-14,1234
9,2020-10-15,1346
9,2020-10-16,1536
9,2020-10-17,680
9,2020-10-18,321
9,2020-10-19,1869
9,2020-10-20,1986
9,2020-10-21,1748
9,2020-10-22,1788
9,2020-10-23,1899
9,2020-10-24,788
9,2020-10-25,319
9,2020-10-26,1981
9,2020-10-27,1925
9,2020-10-28,1948
9,2020-10-29,1708
9,2020-10-30,1541
9,2020-10-31,699
9,2020-11-01,310
9,2020-11-02,645
9,2020-11-03,2167
9,2020-11-04,2002
9,2020-11-05,1951
9,2020-11-06,1764
9,2020-11-07,827
9,2020-11-08,343
9,2020-11-09,2384
9,2020-11-10,2319
9,2020-11-11,2124
9,2020-11-12,2030
9,2020-11-13,2033
9,2020-11-14,921
9,2020-11-15,430
9,2020-11-16,434
9,2020-11-17,2507
9,2020-11-18,2173
9,2020-11-19,1999
9,2020-11-20,2082
9,2020-11-21,1222
9,2020-11-22,448
9,2020-11-23,2844
9,2020-11-24,2960
9,2020-11-25,2722
9,2020-11-26,2793
9,2020-11-27,3028
9,2020-11-28,1617
9,2020-11-29,571
9,2020-11-30,3707
9,2020-12-01,3950
9,2020-12-02,4308
9,2020-12-03,4374
9,2020-12-04,4504
9,2020-12-05,2719
9,2020-12-06,733
9,2020-12-07,5233
9,2020-12-08,4956
9,2020-12-09,4905
9,2020-12-10,5049
9,2020-12-11,5017
9,2020-12-12,2783
9,2020-12-13,691
9,2020-12-14,5310
9,2020-12-15,5320
9,2020-12-16,5073
9,2020-12-17,5149
9,2020-12-18,5498
9,2020-12-19,2915
9,2020-12-20,791
9,2020-12-21,5483
9,2020-12-22,5334
9,2020-12-23,5161
9,2020-12-24,4473
9,2020-12-25,578
9,2020-12-26,1886
9,2020-12-27,1015
9,2020-12-28,5944
9,2020-12-29,5967
9,2020-12-30,5524
9,2020-12-31,4818
9,2021-01-01,668
9,2021-01-02,1807
9,2021-01-03,1067
9,2021-01-04,6579
9,2021-01-05,6609
9,2021-01-06,6415
9,2021-01-07,6638
9,2021-01-08,6529
9,2021-01-09,3822
9,2021-01-10,1274
9,2021-01-11,7234
9,2021-01-12,6791
9,2021-01-13,6740
9,2021-01-14,6488
9,2021-01-15,6157
9,2021-01-16,3687
9,2021-01-17,1065
9,2021-01-18,6500
9,2021-01-19,6304
9,2021-01-20,5584
9,2021-01-21,5387
9,2021-01-22,5401
9,2021-01-23,2913
9,2021-01-24,1023
9,2021-01-25,5553
9,2021-01-26,5757
9,2021-01-27,4935
9,2021-01-28,4481
9,2021-01-29,4062
9,2021-01-30,2242
9,2021-01-31,775
9,2021-02-01,1082
9,2021-02-02,4258
9,2021-02-03,3689
9,2021-02-04,3516
9,2021-02-05,3370
9,2021-02-06,1781
9,2021-02-07,506
9,2021-02-08,3762
9,2021-02-09,2973
9,2021-02-10,2883
9,2021-02-11,2549
9,2021-02-12,2831
9,2021-02-13,1619
9,2021-02-14,486
9,2021-02-15,2802
9,2021-02-16,2746
9,2021-02-17,2394
9,2021-02-18,2308
9,2021-02-19,2280
9,2021-02-20,1276
9,2021-02-21,424
9,2021-02-22,2842
9,2021-02-23,2477
9,2021-02-24,2172
9,2021-02-25,2127
9,2021-02-26,1959
9,2021-02-27,1154
9,2021-02-28,328
9,2021-03-01,1695
9,2021-03-02,4
10,2020-03-11,1
10,2020-03-13,1
10,2020-03-14,1
10,2020-03-17,1
10,2020-03-18,1
10,2020-03-21,1
10,2020-03-23,1
10,2020-03-24,1
10,2020-03-25,1
10,2020-03-30,2
10,2020-03-31,2
10,2020-04-01,1
10,2020-04-04,1
10,2020-04-06,1
10,2020-04-08,1
10,2020-04-09,1
10,2020-04-11,1
10,2020-04-15,2
10,2020-04-16,2
10,2020-04-18,2
10,2020-04-19,10
10,2020-04-20,4
10,2020-04-21,4
10,2020-04-22,3
10,2020-04-23,2
10,2020-04-24,2
10,2020-04-25,5
10,2020-04-26,8
10,2020-04-27,5
10,2020-04-28,3
10,2020-04-29,8
10,2020-04-30,2
10,2020-05-01,6
10,2020-05-02,6
10,2020-05-03,7
10,2020-05-04,3
10,2020-05-05,3
10,2020-05-06,5
10,2020-05-07,11
10,2020-05-08,10
10,2020-05-09,2
10,2020-05-10,1
10,2020-05-11,6
10,2020-05-12,11
10,2020-05-13,10
10,2020-05-14,12
10,2020-05-15,16
10,2020-05-16,3
10,2020-05-17,8
10,2020-05-18,15
10,2020-05-19,7
10,2020-05-20,23
10,2020-05-21,21
10,2020-05-22,24
10,2020-05-23,6
10,2020-05-24,16
10,2020-05-25,27
10,2020-05-26,22
10,2020-05-27,27
10,2020-05-28,24
10,2020-05-29,34
10,2020-05-30,38
10,2020-05-31,12
10,2020-06-01,39
10,2020-06-02,40
10,2020-06-03,33
10,2020-06-04,44
10,2020-06-05,81
10,2020-06-06,22
10,2020-06-07,20
10,2020-06-08,72
10,2020-06-09,71
10,2020-06-10,49
10,2020-06-11,60
10,2020-06-12,54
10,2020-06-13,20
10,2020-06-14,18
10,2020-06-15,72
10,2020-06-16,92
10,2020-06-17,69
10,2020-06-18,82
10,2020-06-19,54
10,2020-06-20,15
10,2020-06-21,17
10,2020-06-22,72
10,2020-06-23,105
10,2020-06-24,93
10,2020-06-25,71
10,2020-06-26,90
10,2020-06-27,52
10,2020-06-28,38
10,2020-06-29,60
10,2020-06-30,90
10,2020-07-01,109
10,2020-07-02,63
10,2020-07-03,77
10,2020-07-04,21
10,2020-07-05,20
10,2020-07-06,72
10,2020-07-07,68
10,2020-07-08,81
10,2020-07-09,114
10,2020-07-10,74
10,2020-07-11,29
10,2020-07-12,25
10,2020-07-13,108
10,2020-07-14,87
10,2020-07-15,87
10,2020-07-16,86
10,2020-07-17,84
10,2020-07-18,30
10,2020-07-19,14
10,2020-07-20,108
10,2020-07-21,116
10,2020-07-22,87
10,2020-07-23,89
10,2020-07-24,72
10,2020-07-25,22
10,2020-07-26,39
10,2020-07-27,109
10,2020-07-28,100
10,2020-07-29,93
10,2020-07-30,75
10,2020-07-31,89
10,2020-08-01,38
10,2020-08-02,18
10,2020-08-03,108
10,2020-08-04,78
10,2020-08-05,85
10,2020-08-06,107
10,2020-08-07,68
10,2020-08-08,26
10,2020-08-09,22
10,2020-08-10,99
10,2020-08-11,125
10,2020-08-12,90
10,2020-08-13,101
10,2020-08-14,92
10,2020-08-15,18
10,2020-08-16,19
10,2020-08-17,119
10,2020-08-18,117
10,2020-08-19,72
10,2020-08-20,104
10,2020-08-21,102
10,2020-08-22,35
10,2020-08-23,26
10,2020-08-24,136
10,2020-08-25,107
10,2020-08-26,118
10,2020-08-27,106
10,2020-08-28,112
10,2020-08-29,21
10,2020-08-30,27
10,2020-08-31,139
10,2020-09-01,140
10,2020-09-02,173
10,2020-09-03,107
10,2020-09-04,111
10,2020-09-05,26
10,2020-09-06,34
10,2020-09-07,125
10,2020-09-08,110
10,2020-09-09,107
10,2020-09-10,100
10,2020-09-11,115
10,2020-09-12,18
10,2020-09-13,23
10,2020-09-14,98
10,2020-09-15,76
10,2020-09-16,15
10,2020-09-17,108
10,2020-09-18,119
10,2020-09-19,21
10,2020-09-20,30
10,2020-09-21,152
10,2020-09-22,108
10,2020-09-23,109
10,2020-09-24,97
10,2020-09-25,109
10,2020-09-26,15
10,2020-09-27,22
10,2020-09-28,121
10,2020-09-29,112
10,2020-09-30,128
10,2020-10-01,114
10,2020-10-02,118
10,2020-10-03,15
10,2020-10-04,22
10,2020-10-05,163
10,2020-10-06,146
10,2020-10-07,201
10,2020-10-08,181
10,2020-10-09,173
10,2020-10-10,29
10,2020-10-11,36
10,2020-10-12,282
10,2020-10-13,213
10,2020-10-14,195
10,2020-10-15,261
10,2020-10-16,223
10,2020-10-17,61
10,2020-10-18,52
10,2020-10-19,332
10,2020-10-20,327
10,2020-10-21,353
10,2020-10-22,324
10,2020-10-23,313
10,2020-10-24,96
10,2020-10-25,85
10,2020-10-26,379
10,2020-10-27,428
10,2020-10-28,350
10,2020-10-29,297
10,2020-10-30,295
10,2020-10-31,73
10,2020-11-01,61
10,2020-11-02,260
10,2020-11-03,336
10,2020-11-04,387
10,2020-11-05,289
10,2020-11-06,266
10,2020-11-07,76
10,2020-11-08,73
10,2020-11-09,342
10,2020-11-10,313
10,2020-11-11,290
10,2020-11-12,313
10,2020-11-13,283
10,2020-11-14,139
10,2020-11-15,47
10,2020-11-16,131
10,2020-11-17,391
10,2020-11-18,323
10,2020-11-19,285
10,2020-11-20,299
10,2020-11-21,72
10,2020-11-22,76
10,2020-11-23,368
10,2020-11-24,347
10,2020-11-25,232
10,2020-11-26,300
10,2020-11-27,286
10,2020-11-28,42
10,2020-11-29,76
10,2020-11-30,266
10,2020-12-01,246
10,2020-12-02,234
10,2020-12-03,196
10,2020-12-04,170
10,2020-12-05,20
10,2020-12-06,27
10,2020-12-07,189
10,2020-12-08,194
10,2020-12-09,150
10,2020-12-10,143
10,2020-12-11,144
10,2020-12-12,30
10,2020-12-13,28
10,2020-12-14,170
10,2020-12-15,166
10,2020-12-16,134
10,2020-12-17,133
10,2020-12-18,129
10,2020-12-19,20
10,2020-12-20,17
10,2020-12-21,133
10,2020-12-22,143
10,2020-12-23,113
10,2020-12-24,61
10,2020-12-25,8
10,2020-12-26,24
10,2020-12-27,23
10,2020-12-28,137
10,2020-12-29,171
10,2020-12-30,134
10,2020-12-31,82
10,2021-01-01,9
10,2021-01-02,20
10,2021-01-03,17
10,2021-01-04,161
10,2021-01-05,180
10,2021-01-06,150
10,2021-01-07,181
10,2021-01-08,150
10,2021-01-09,26
10,2021-01-10,28
10,2021-01-11,166
10,2021-01-12,217
10,2021-01-13,150
10,2021-01-14,166
10,2021-01-15,127
10,2021-01-16,34
10,2021-01-17,25
10,2021-01-18,148
10,2021-01-19,159
10,2021-01-20,137
10,2021-01-21,129
10,2021-01-22,126
10,2021-01-23,32
10,2021-01-24,24
10,2021-01-25,150
10,2021-01-26,155
10,2021-01-27,112
10,2021-01-28,106
10,2021-01-29,78
10,2021-01-30,10
10,2021-01-31,29
10,2021-02-01,10
10,2021-02-02,151
10,2021-02-03,124
10,2021-02-04,82
10,2021-02-05,71
10,2021-02-06,17
10,2021-02-07,18
10,2021-02-08,122
10,2021-02-09,86
10,2021-02-10,90
10,2021-02-11,58
10,2021-02-12,50
10,2021-02-13,18
10,2021-02-14,23
10,2021-02-15,79
10,2021-02-16,40
10,2021-02-17,69
10,2021-02-18,50
10,2021-02-19,45
10,2021-02-20,12
10,2021-02-21,26
10,2021-02-22,90
10,2021-02-23,58
10,2021-02-24,55
10,2021-02-25,46
10,2021-02-26,45
10,2021-02-27,11
10,2021-02-28,5
10,2021-03-01,44
11,2020-03-13,1
11,2020-03-15,2
11,2020-03-16,2
11,2020-03-18,1
11,2020-03-19,1
11,2020-03-20,5
11,2020-03-21,11
11,2020-03-22,1
11,2020-03-23,6
11,2020-03-24,1
11,2020-03-25,4
11,2020-03-26,6
11,2020-03-27,5
11,2020-03-28,4
11,2020-03-29,1
11,2020-03-30,5
11,2020-03-31,2
11,2020-04-01,1
11,2020-04-02,2
11,2020-04-03,5
11,2020-04-04,3
11,2020-04-05,3
11,2020-04-06,8
11,2020-04-07,6
11,2020-04-08,9
11,2020-04-09,2
11,2020-04-10,3
11,2020-04-11,6
11,2020-04-12,2
11,2020-04-13,3
11,2020-04-14,4
11,2020-04-15,13
11,2020-04-16,14
11,2020-04-17,29
11,2020-04-18,11
11,2020-04-19,10
11,2020-04-20,14
11,2020-04-21,10
11,2020-04-22,13
11,2020-04-23,9
11,2020-04-24,12
11,2020-04-25,11
11,2020-04-26,7
11,2020-04-27,25
11,2020-04-28,17
11,2020-04-29,14
11,2020-04-30,16
11,2020-05-01,14
11,2020-05-02,10
11,2020-05-03,11
11,2020-05-04,33
11,2020-05-05,23
11,2020-05-06,30
11,2020-05-07,37
11,2020-05-08,43
11,2020-05-09,26
11,2020-05-10,23
11,2020-05-11,41
11,2020-05-12,53
11,2020-05-13,41
11,2020-05-14,51
11,2020-05-15,36
11,2020-05-16,34
11,2020-05-17,21
11,2020-05-18,54
11,2020-05-19,69
11,2020-05-20,58
11,2020-05-21,64
11,2020-05-22,56
11,2020-05-23,52
11,2020-05-24,20
11,2020-05-25,120
11,2020-05-26,97
11,2020-05-27,107
11,2020-05-28,142
11,2020-05-29,144
11,2020-05-30,99
11,2020-05-31,70
11,2020-06-01,182
11,2020-06-02,174
11,2020-06-03,180
11,2020-06-04,219
11,2020-06-05,172
11,2020-06-06,126
11,2020-06-07,81
11,2020-06-08,199
11,2020-06-09,230
11,2020-06-10,189
11,2020-06-11,205
11,2020-06-12,215
11,2020-06-13,126
11,2020-06-14,84
11,2020-06-15,341
11,2020-06-16,319
11,2020-06-17,336
11,2020-06-18,326
11,2020-06-19,376
11,2020-06-20,190
11,2020-06-21,117
11,2020-06-22,387
11,2020-06-23,411
11,2020-06-24,394
11,2020-06-25,301
11,2020-06-26,368
11,2020-06-27,210
11,2020-06-28,121
11,2020-06-29,410
11,2020-06-30,422
11,2020-07-01,416
11,2020-07-02,426
11,2020-07-03,434
11,2020-07-04,227
11,2020-07-05,133
11,2020-07-06,485
11,2020-07-07,518
11,2020-07-08,504
11,2020-07-09,523
11,2020-07-10,457
11,2020-07-11,189
11,2020-07-12,172
11,2020-07-13,574
11,2020-07-14,564
11,2020-07-15,628
11,2020-07-16,558
11,2020-07-17,444
11,2020-07-18,234
11,2020-07-19,155
11,2020-07-20,501
11,2020-07-21,656
11,2020-07-22,569
11,2020-07-23,539
11,2020-07-24,512
11,2020-07-25,232
11,2020-07-26,185
11,2020-07-27,606
11,2020-07-28,642
11,2020-07-29,487
11,2020-07-30,550
11,2020-07-31,439
11,2020-08-01,171
11,2020-08-02,151
11,2020-08-03,537
11,2020-08-04,455
11,2020-08-05,381
11,2020-08-06,364
11,2020-08-07,433
11,2020-08-08,184
11,2020-08-09,114
11,2020-08-10,438
11,2020-08-11,445
11,2020-08-12,437
11,2020-08-13,455
11,2020-08-14,396
11,2020-08-15,171
11,2020-08-16,108
11,2020-08-17,368
11,2020-08-18,362
11,2020-08-19,444
11,2020-08-20,426
11,2020-08-21,479
11,2020-08-22,161
11,2020-08-23,152
11,2020-08-24,517
11,2020-08-25,423
11,2020-08-26,471
11,2020-08-27,440
11,2020-08-28,435
11,2020-08-29,207
11,2020-08-30,157
11,2020-08-31,569
11,2020-09-01,471
11,2020-09-02,385
11,2020-09-03,401
11,2020-09-04,422
11,2020-09-05,125
11,2020-09-06,142
11,2020-09-07,417
11,2020-09-08,455
11,2020-09-09,389
11,2020-09-10,425
11,2020-09-11,406
11,2020-09-12,133
11,2020-09-13,120
11,2020-09-14,500
11,2020-09-15,261
11,2020-09-16,154
11,2020-09-17,310
11,2020-09-18,303
11,2020-09-19,110
11,2020-09-20,82
11,2020-09-21,291
11,2020-09-22,276
11,2020-09-23,207
11,2020-09-24,261
11,2020-09-25,219
11,2020-09-26,82
11,2020-09-27,76
11,2020-09-28,318
11,2020-09-29,247
11,2020-09-30,279
11,2020-10-01,273
11,2020-10-02,306
11,2020-10-03,57
11,2020-10-04,62
11,2020-10-05,208
11,2020-10-06,211
11,2020-10-07,270
11,2020-10-08,274
11,2020-10-09,276
11,2020-10-10,90
11,2020-10-11,86
11,2020-10-12,312
11,2020-10-13,304
11,2020-10-14,281
11,2020-10-15,293
11,2020-10-16,308
11,2020-10-17,110
11,2020-10-18,104
11,2020-10-19,388
11,2020-10-20,455
11,2020-10-21,428
11,2020-10-22,382
11,2020-10-23,408
11,2020-10-24,157
11,2020-10-25,125
11,2020-10-26,545
11,2020-10-27,566
11,2020-10-28,436
11,2020-10-29,424
11,2020-10-30,402
11,2020-10-31,141
11,2020-11-01,135
11,2020-11-02,253
11,2020-11-03,488
11,2020-11-04,472
11,2020-11-05,499
11,2020-11-06,474
11,2020-11-07,186
11,2020-11-08,178
11,2020-11-09,547
11,2020-11-10,596
11,2020-11-11,604
11,2020-11-12,566
11,2020-11-13,583
11,2020-11-14,289
11,2020-11-15,144
11,2020-11-16,245
11,2020-11-17,765
11,2020-11-18,683
11,2020-11-19,725
11,2020-11-20,743
11,2020-11-21,298
11,2020-11-22,187
11,2020-11-23,833
11,2020-11-24,938
11,2020-11-25,803
11,2020-11-26,868
11,2020-11-27,847
11,2020-11-28,350
11,2020-11-29,242
11,2020-11-30,788
11,2020-12-01,951
11,2020-12-02,834
11,2020-12-03,799
11,2020-12-04,711
11,2020-12-05,261
11,2020-12-06,202
11,2020-12-07,857
11,2020-12-08,918
11,2020-12-09,861
11,2020-12-10,926
11,2020-12-11,679
11,2020-12-12,350
11,2020-12-13,210
11,2020-12-14,990
11,2020-12-15,875
11,2020-12-16,744
11,2020-12-17,686
11,2020-12-18,630
11,2020-12-19,308
11,2020-12-20,287
11,2020-12-21,816
11,2020-12-22,830
11,2020-12-23,640
11,2020-12-24,433
11,2020-12-25,152
11,2020-12-26,301
11,2020-12-27,288
11,2020-12-28,883
11,2020-12-29,877
11,2020-12-30,804
11,2020-12-31,595
11,2021-01-01,177
11,2021-01-02,301
11,2021-01-03,304
11,2021-01-04,866
11,2021-01-05,1054
11,2021-01-06,1070
11,2021-01-07,943
11,2021-01-08,970
11,2021-01-09,419
11,2021-01-10,368
11,2021-01-11,1251
11,2021-01-12,1215
11,2021-01-13,1152
11,2021-01-14,1201
11,2021-01-15,1148
11,2021-01-16,423
11,2021-01-17,308
11,2021-01-18,1121
11,2021-01-19,1085
11,2021-01-20,1012
11,2021-01-21,981
11,2021-01-22,838
11,2021-01-23,419
11,2021-01-24,281
11,2021-01-25,978
11,2021-01-26,938
11,2021-01-27,720
11,2021-01-28,829
11,2021-01-29,722
11,2021-01-30,265
11,2021-01-31,206
11,2021-02-01,268
11,2021-02-02,708
11,2021-02-03,650
11,2021-02-04,648
11,2021-02-05,665
11,2021-02-06,265
11,2021-02-07,202
11,2021-02-08,648
11,2021-02-09,565
11,2021-02-10,497
11,2021-02-11,437
11,2021-02-12,398
11,2021-02-13,171
11,2021-02-14,146
11,2021-02-15,450
11,2021-02-16,418
11,2021-02-17,355
11,2021-02-18,398
11,2021-02-19,369
11,2021-02-20,109
11,2021-02-21,106
11,2021-02-22,440
11,2021-02-23,320
11,2021-02-24,287
11,2021-02-25,314
11,2021-02-26,279
11,2021-02-27,97
11,2021-02-28,62
11,2021-03-01,188
12,2020-03-13,2
12,2020-03-16,2
12,2020-03-17,5
12,2020-03-18,1
12,2020-03-21,1
12,2020-03-22,1
12,2020-03-23,1
12,2020-03-25,3
12,2020-03-26,4
12,2020-03-27,3
12,2020-03-28,3
12,2020-03-29,1
12,2020-03-30,2
12,2020-03-31,5
12,2020-04-01,3
12,2020-04-02,1
12,2020-04-03,1
12,2020-04-04,2
12,2020-04-05,3
12,2020-04-06,8
12,2020-04-07,11
12,2020-04-08,6
12,2020-04-09,7
12,2020-04-10,5
12,2020-04-11,5
12,2020-04-12,12
12,2020-04-13,17
12,2020-04-14,7
12,2020-04-15,5
12,2020-04-16,12
12,2020-04-17,13
12,2020-04-18,9
12,2020-04-19,6
12,2020-04-20,16
12,2020-04-21,7
12,2020-04-22,13
12,2020-04-23,19
12,2020-04-24,25
12,2020-04-25,13
12,2020-04-26,18
12,2020-04-27,26
12,2020-04-28,29
12,2020-04-29,32
12,2020-04-30,19
12,2020-05-01,15
12,2020-05-02,41
12,2020-05-03,30
12,2020-05-04,54
12,2020-05-05,38
12,2020-05-06,51
12,2020-05-07,42
12,2020-05-08,41
12,2020-05-09,38
12,2020-05-10,33
12,2020-05-11,49
12,2020-05-12,66
12,2020-05-13,51
12,2020-05-14,77
12,2020-05-15,62
12,2020-05-16,52
12,2020-05-17,42
12,2020-05-18,129
12,2020-05-19,112
12,2020-05-20,143
12,2020-05-21,143
12,2020-05-22,132
12,2020-05-23,66
12,2020-05-24,71
12,2020-05-25,138
12,2020-05-26,118
12,2020-05-27,123
12,2020-05-28,113
12,2020-05-29,101
12,2020-05-30,62
12,2020-05-31,80
12,2020-06-01,157
12,2020-06-02,112
12,2020-06-03,116
12,2020-06-04,133
12,2020-06-05,126
12,2020-06-06,93
12,2020-06-07,67
12,2020-06-08,161
12,2020-06-09,111
12,2020-06-10,155
12,2020-06-11,155
12,2020-06-12,154
12,2020-06-13,81
12,2020-06-14,98
12,2020-06-15,142
12,2020-06-16,155
12,2020-06-17,114
12,2020-06-18,108
12,2020-06-19,134
12,2020-06-20,54
12,2020-06-21,72
12,2020-06-22,183
12,2020-06-23,127
12,2020-06-24,97
12,2020-06-25,136
12,2020-06-26,127
12,2020-06-27,143
12,2020-06-28,173
12,2020-06-29,253
12,2020-06-30,252
12,2020-07-01,264
12,2020-07-02,301
12,2020-07-03,276
12,2020-07-04,188
12,2020-07-05,154
12,2020-07-06,160
12,2020-07-07,149
12,2020-07-08,118
12,2020-07-09,141
12,2020-07-10,142
12,2020-07-11,41
12,2020-07-12,129
12,2020-07-13,161
12,2020-07-14,171
12,2020-07-15,139
12,2020-07-16,170
12,2020-07-17,121
12,2020-07-18,114
12,2020-07-19,126
12,2020-07-20,247
12,2020-07-21,145
12,2020-07-22,152
12,2020-07-23,221
12,2020-07-24,198
12,2020-07-25,96
12,2020-07-26,89
12,2020-07-27,210
12,2020-07-28,183
12,2020-07-29,143
12,2020-07-30,197
12,2020-07-31,169
12,2020-08-01,127
12,2020-08-02,63
12,2020-08-03,190
12,2020-08-04,222
12,2020-08-05,220
12,2020-08-06,161
12,2020-08-07,142
12,2020-08-08,63
12,2020-08-09,43
12,2020-08-10,178
12,2020-08-11,130
12,2020-08-12,111
12,2020-08-13,151
12,2020-08-14,113
12,2020-08-15,74
12,2020-08-16,47
12,2020-08-17,143
12,2020-08-18,125
12,2020-08-19,145
12,2020-08-20,104
12,2020-08-21,95
12,2020-08-22,65
12,2020-08-23,61
12,2020-08-24,124
12,2020-08-25,145
12,2020-08-26,101
12,2020-08-27,122
12,2020-08-28,132
12,2020-08-29,41
12,2020-08-30,40
12,2020-08-31,148
12,2020-09-01,158
12,2020-09-02,173
12,2020-09-03,155
12,2020-09-04,165
12,2020-09-05,62
12,2020-09-06,81
12,2020-09-07,229
12,2020-09-08,181
12,2020-09-09,162
12,2020-09-10,160
12,2020-09-11,185
12,2020-09-12,87
12,2020-09-13,76
12,2020-09-14,206
12,2020-09-15,193
12,2020-09-16,69
12,2020-09-17,190
12,2020-09-18,158
12,2020-09-19,86
12,2020-09-20,50
12,2020-09-21,190
12,2020-09-22,196
12,2020-09-23,209
12,2020-09-24,155
12,2020-09-25,125
12,2020-09-26,64
12,2020-09-27,62
12,2020-09-28,176
12,2020-09-29,194
12,2020-09-30,167
12,2020-10-01,114
12,2020-10-02,117
12,2020-10-03,56
12,2020-10-04,54
12,2020-10-05,176
12,2020-10-06,132
12,2020-10-07,151
12,2020-10-08,126
12,2020-10-09,101
12,2020-10-10,50
12,2020-10-11,39
12,2020-10-12,133
12,2020-10-13,108
12,2020-10-14,135
12,2020-10-15,113
12,2020-10-16,78
12,2020-10-17,25
12,2020-10-18,25
12,2020-10-19,118
12,2020-10-20,94
12,2020-10-21,88
12,2020-10-22,93
12,2020-10-23,60
12,2020-10-24,29
12,2020-10-25,34
12,2020-10-26,91
12,2020-10-27,62
12,2020-10-28,46
12,2020-10-29,72
12,2020-10-30,58
12,2020-10-31,30
12,2020-11-01,19
12,2020-11-02,30
12,2020-11-03,87
12,2020-11-04,54
12,2020-11-05,68
12,2020-11-06,47
12,2020-11-07,30
12,2020-11-08,22
12,2020-11-09,80
12,2020-11-10,62
12,2020-11-11,71
12,2020-11-12,68
12,2020-11-13,45
12,2020-11-14,25
12,2020-11-15,16
12,2020-11-16,34
12,2020-11-17,68
12,2020-11-18,64
12,2020-11-19,49
12,2020-11-20,62
12,2020-11-21,29
12,2020-11-22,21
12,2020-11-23,112
12,2020-11-24,88
12,2020-11-25,63
12,2020-11-26,66
12,2020-11-27,110
12,2020-11-28,24
12,2020-11-29,24
12,2020-11-30,77
12,2020-12-01,83
12,2020-12-02,69
12,2020-12-03,70
12,2020-12-04,54
12,2020-12-05,46
12,2020-12-06,38
12,2020-12-07,108
12,2020-12-08,89
12,2020-12-09,80
12,2020-12-10,94
12,2020-12-11,79
12,2020-12-12,56
12,2020-12-13,51
12,2020-12-14,150
12,2020-12-15,112
12,2020-12-16,102
12,2020-12-17,115
12,2020-12-18,93
12,2020-12-19,23
12,2020-12-20,32
12,2020-12-21,108
12,2020-12-22,90
12,2020-12-23,91
12,2020-12-24,85
12,2020-12-25,20
12,2020-12-26,44
12,2020-12-27,31
12,2020-12-28,196
12,2020-12-29,152
12,2020-12-30,115
12,2020-12-31,112
12,2021-01-01,39
12,2021-01-02,39
12,2021-01-03,55
12,2021-01-04,182
12,2021-01-05,193
12,2021-01-06,188
12,2021-01-07,188
12,2021-01-08,201
12,2021-01-09,96
12,2021-01-10,86
12,2021-01-11,358
12,2021-01-12,326
12,2021-01-13,235
12,2021-01-14,257
12,2021-01-15,251
12,2021-01-16,86
12,2021-01-17,72
12,2021-01-18,296
12,2021-01-19,318
12,2021-01-20,297
12,2021-01-21,267
12,2021-01-22,215
12,2021-01-23,87
12,2021-01-24,71
12,2021-01-25,305
12,2021-01-26,244
12,2021-01-27,235
12,2021-01-28,259
12,2021-01-29,228
12,2021-01-30,56
12,2021-01-31,78
12,2021-02-01,85
12,2021-02-02,268
12,2021-02-03,179
12,2021-02-04,222
12,2021-02-05,179
12,2021-02-06,65
12,2021-02-07,41
12,2021-02-08,183
12,2021-02-09,136
12,2021-02-10,128
12,2021-02-11,150
12,2021-02-12,117
12,2021-02-13,28
12,2021-02-14,39
12,2021-02-15,143
12,2021-02-16,135
12,2021-02-17,96
12,2021-02-18,98
12,2021-02-19,89
12,2021-02-20,38
12,2021-02-21,36
12,2021-02-22,123
12,2021-02-23,102
12,2021-02-24,92
12,2021-02-25,90
12,2021-02-26,76
12,2021-02-27,19
12,2021-02-28,21
